   time(1)          time(2)         stran(1)         stran(2)         stran(3)         stran(4)         stran(5)          stra(6)        stress(1)        stress(2)        stress(3)        stress(4)        stress(5)        stress(6)        statev(1)        statev(2)        statev(3)        statev(4)        statev(5)        statev(6)        statev(7)        statev(8)        statev(9)       statev(10)       statev(11)       statev(12)       statev(13)       statev(14)       statev(15)       statev(16)       statev(17)       statev(18)       statev(19)       statev(20)       statev(21)       statev(22)       statev(23)       statev(24)       statev(25)       statev(26)       statev(27)       statev(28)       statev(29)       statev(30)       statev(31)       statev(32)       statev(33)       statev(34)       statev(35)       statev(36)       statev(37)       statev(38)       statev(39)       statev(40)       statev(41)       statev(42)       statev(43)       statev(44)       statev(45)       statev(46)       statev(47)       statev(48)       statev(49)       statev(50)       statev(51)       statev(52)       statev(53)       statev(54)       statev(55)       statev(56)       statev(57)       statev(58)       statev(59)       statev(60)       statev(61)       statev(62)       statev(63)       statev(64)       statev(65)       statev(66)       statev(67)       statev(68)                p                q               Md               Mb       statev(73)       statev(74)      alphab(1,1)      alphab(2,2)      alphab(3,3)       statev(78)       statev(79)         n33(1,1)         n33(2,2)         n33(3,3)       alpha(1,1)       alpha(2,2)       alpha(3,3)         r33(1,1)        r33(2,2))         r33(3,3)                m      alphad(1,1)      alphad(2,2)      alphad(3,3)        cos3theta       statev(94)       statev(95)       statev(96)       statev(97)       statev(98)       statev(99)      statev(100)
 0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -1000.0000       -1000.0000       -1000.0000        0.0000000        0.0000000        0.0000000       0.83300000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.10000000E-02   0.10000000E-02   -.30000000E-03   0.15000000E-03   0.15000000E-03    0.0000000        0.0000000        0.0000000       -1051.7355       -971.47066       -971.47066        0.0000000        0.0000000        0.0000000       0.83300000        0.0000000       -.45271658E-01   0.22635829E-01   0.22635829E-01    0.0000000        0.0000000        0.0000000       0.45086875E-01   -.22543438E-01   -.22543438E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        998.12233        82.229948        1.2245128        1.2581193        0.0000000       -.58858478E-02   -.82832712       0.41416356       0.41416356        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.45271658E-01   0.22635829E-01   0.22635829E-01   -.54923093E-01   0.27461546E-01   0.27461546E-01   0.12500000E-01   -.80620113       0.40310057       0.40310057        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.20000000E-02   0.20000000E-02   -.60000000E-03   0.30000000E-03   0.30000000E-03    0.0000000        0.0000000        0.0000000       -1089.0509       -945.26542       -945.26542        0.0000000        0.0000000        0.0000000       0.83300000        0.0000000       -.88180556E-01   0.44090278E-01   0.44090278E-01    0.0000000        0.0000000        0.0000000       0.16975674       -.84878370E-01   -.84878370E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.30000000E-03   0.15000000E-03   0.15000000E-03    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        993.02624        145.38656        1.2230928        1.2585782        0.0000000       -.62173693E-02   -.82862925       0.41431462       0.41431462        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.88180556E-01   0.44090278E-01   0.44090278E-01   -.97605051E-01   0.48802525E-01   0.48802525E-01   0.12500000E-01   -.80526622       0.40263311       0.40263311        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.30000000E-02   0.30000000E-02   -.90000000E-03   0.45000000E-03   0.45000000E-03    0.0000000        0.0000000        0.0000000       -1117.5169       -920.90237       -920.90237        0.0000000        0.0000000        0.0000000       0.83300000        0.0000000       -.12454479       0.62272396E-01   0.62272396E-01    0.0000000        0.0000000        0.0000000       0.32996585       -.16498293       -.16498293        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.60000000E-03   0.30000000E-03   0.30000000E-03    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        986.23732        197.96904        1.2211716        1.2592002        0.0000000       -.66665158E-02   -.82903874       0.41451937       0.41451937        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.12454479       0.62272396E-01   0.62272396E-01   -.13382110       0.66910548E-01   0.66910548E-01   0.12500000E-01   -.80400132       0.40200066       0.40200066        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.40000000E-02   0.40000000E-02   -.12000000E-02   0.60000000E-03   0.60000000E-03    0.0000000        0.0000000        0.0000000       -1139.9443       -898.09112       -898.09112        0.0000000        0.0000000        0.0000000       0.83300000        0.0000000       -.15640971       0.78204854E-01   0.78204854E-01    0.0000000        0.0000000        0.0000000       0.50383048       -.25191524       -.25191524        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.90000000E-03   0.45000000E-03   0.45000000E-03    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        978.48497        243.02523        1.2189652        1.2599160        0.0000000       -.71832040E-02   -.82951007       0.41475503       0.41475503        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.15640971       0.78204854E-01   0.78204854E-01   -.16557926       0.82789631E-01   0.82789631E-01   0.12500000E-01   -.80254868       0.40127434       0.40127434        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.50000000E-02   0.50000000E-02   -.15000000E-02   0.75000000E-03   0.75000000E-03    0.0000000        0.0000000        0.0000000       -1157.9517       -876.63773       -876.63773        0.0000000        0.0000000        0.0000000       0.83300000        0.0000000       -.18492810       0.92464050E-01   0.92464050E-01    0.0000000        0.0000000        0.0000000       0.67971219       -.33985610       -.33985610        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.12000000E-02   0.60000000E-03   0.60000000E-03    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        970.17330        282.34355        1.2165924        1.2606878        0.0000000       -.77399089E-02   -.83001819       0.41500910       0.41500910        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.18492810       0.92464050E-01   0.92464050E-01   -.19401589       0.97007943E-01   0.97007943E-01   0.12500000E-01   -.80098646       0.40049323       0.40049323        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.60000000E-02   0.60000000E-02   -.18000000E-02   0.90000000E-03   0.90000000E-03    0.0000000        0.0000000        0.0000000       -1172.5781       -856.39892       -856.39892        0.0000000        0.0000000        0.0000000       0.83300000        0.0000000       -.21082643       0.10541321       0.10541321        0.0000000        0.0000000        0.0000000       0.85119137       -.42559568       -.42559568        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.15000000E-02   0.75000000E-03   0.75000000E-03    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        961.54991        317.09351        1.2141257        1.2614922        0.0000000       -.83198129E-02   -.83054783       0.41527391       0.41527391        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.21082643       0.10541321       0.10541321       -.21984888       0.10992444       0.10992444       0.12500000E-01   -.79936237       0.39968119       0.39968119        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.70000000E-02   0.70000000E-02   -.21000000E-02   0.10500000E-02   0.10500000E-02    0.0000000        0.0000000        0.0000000       -1184.5398       -837.26181       -837.26181        0.0000000        0.0000000        0.0000000       0.83300000        0.0000000       -.23459795       0.11729898       0.11729898        0.0000000        0.0000000        0.0000000        1.0147674       -.50738372       -.50738372        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.18000000E-02   0.90000000E-03   0.90000000E-03    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        952.77651        348.09679        1.2116121        1.2623142        0.0000000       -.89119237E-02   -.83108896       0.41554448       0.41554448        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.23459795       0.11729898       0.11729898       -.24356659       0.12178329       0.12178329       0.12500000E-01   -.79770750       0.39885375       0.39885375        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.80000000E-02   0.80000000E-02   -.24000000E-02   0.12000000E-02   0.12000000E-02    0.0000000        0.0000000        0.0000000       -1194.3564       -819.13365       -819.13365        0.0000000        0.0000000        0.0000000       0.83300000        0.0000000       -.25659611       0.12829805       0.12829805        0.0000000        0.0000000        0.0000000        1.1686571       -.58432853       -.58432853        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.21000000E-02   0.10500000E-02   0.10500000E-02    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        943.96325        375.96078        1.2090840        1.2631431        0.0000000       -.95087224E-02   -.83163473       0.41581736       0.41581736        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.25659611       0.12829805       0.12829805       -.26551936       0.13275968       0.13275968       0.12500000E-01   -.79604299       0.39802150       0.39802150        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.90000000E-02   0.90000000E-02   -.27000000E-02   0.13500000E-02   0.13500000E-02    0.0000000        0.0000000        0.0000000       -1202.4187       -801.93587       -801.93587        0.0000000        0.0000000        0.0000000       0.83300000        0.0000000       -.27708463       0.13854232       0.13854232        0.0000000        0.0000000        0.0000000        1.3121125       -.65605626       -.65605626        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.24000000E-02   0.12000000E-02   0.12000000E-02    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        935.18735        401.15176        1.2065637        1.2639717        0.0000000       -.10104902E-01   -.83218029       0.41609015       0.41609015        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.27708463       0.13854232       0.13854232       -.28596891       0.14298445       0.14298445       0.12500000E-01   -.79438368       0.39719184       0.39719184        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
