   time(1)          time(2)         stran(1)         stran(2)         stran(3)         stran(4)         stran(5)          stra(6)        stress(1)        stress(2)        stress(3)        stress(4)        stress(5)        stress(6)        statev(1)        statev(2)        statev(3)        statev(4)        statev(5)        statev(6)        statev(7)        statev(8)        statev(9)       statev(10)       statev(11)       statev(12)       statev(13)       statev(14)       statev(15)       statev(16)       statev(17)       statev(18)       statev(19)       statev(20)       statev(21)       statev(22)       statev(23)       statev(24)       statev(25)       statev(26)       statev(27)       statev(28)       statev(29)       statev(30)       statev(31)       statev(32)       statev(33)       statev(34)       statev(35)       statev(36)       statev(37)       statev(38)       statev(39)       statev(40)       statev(41)       statev(42)       statev(43)       statev(44)       statev(45)       statev(46)       statev(47)       statev(48)       statev(49)       statev(50)       statev(51)       statev(52)       statev(53)       statev(54)       statev(55)       statev(56)       statev(57)       statev(58)       statev(59)       statev(60)       statev(61)       statev(62)       statev(63)       statev(64)       statev(65)       statev(66)       statev(67)       statev(68)                p                q               Md               Mb       statev(73)       statev(74)      alphab(1,1)      alphab(2,2)      alphab(3,3)       statev(78)       statev(79)         n33(1,1)         n33(2,2)         n33(3,3)       alpha(1,1)       alpha(2,2)       alpha(3,3)         r33(1,1)        r33(2,2))         r33(3,3)                m      alphad(1,1)      alphad(2,2)      alphad(3,3)        cos3theta       statev(94)       statev(95)       statev(96)       statev(97)       statev(98)       statev(99)      statev(100)
 0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -3000.0000       -3000.0000       -3000.0000        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.10000000E-02   0.10000000E-02   -.30000000E-03   0.15000000E-03   0.15000000E-03    0.0000000        0.0000000        0.0000000       -3110.9992       -2941.7500       -2941.7500        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.29300612E-01   0.14650306E-01   0.14650306E-01    0.0000000        0.0000000        0.0000000       0.23352244E-01   -.11676122E-01   -.11676122E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        2998.0445        173.62842        1.2782409        1.2412538        0.0000000       0.63832247E-02   -.81722314       0.40861157       0.40861157        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.29300612E-01   0.14650306E-01   0.14650306E-01   -.38609261E-01   0.19304630E-01   0.19304630E-01   0.12500000E-01   -.84157489       0.42078745       0.42078745        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.20000000E-02   0.20000000E-02   -.60000000E-03   0.30000000E-03   0.30000000E-03    0.0000000        0.0000000        0.0000000       -3202.5345       -2886.1579       -2886.1579        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.62169598E-01   0.31084799E-01   0.31084799E-01    0.0000000        0.0000000        0.0000000       0.10544995       -.52724975E-01   -.52724975E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.30000000E-03   0.15000000E-03   0.15000000E-03    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        2991.3851        320.21224        1.2768597        1.2416756        0.0000000       0.60743335E-02   -.81750086       0.40875043       0.40875043        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.62169598E-01   0.31084799E-01   0.31084799E-01   -.71363204E-01   0.35681602E-01   0.35681602E-01   0.12500000E-01   -.84066554       0.42033277       0.42033277        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.30000000E-02   0.30000000E-02   -.90000000E-03   0.45000000E-03   0.45000000E-03    0.0000000        0.0000000        0.0000000       -3279.4141       -2833.0037       -2833.0037        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.91474239E-01   0.45737119E-01   0.45737119E-01    0.0000000        0.0000000        0.0000000       0.22467803       -.11233901       -.11233901        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.60000000E-03   0.30000000E-03   0.30000000E-03    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        2981.5004        449.82687        1.2747731        1.2423141        0.0000000       0.56070349E-02   -.81792119       0.40896059       0.40896059        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.91474239E-01   0.45737119E-01   0.45737119E-01   -.10058177       0.50290884E-01   0.50290884E-01   0.12500000E-01   -.83929172       0.41964586       0.41964586        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.40000000E-02   0.40000000E-02   -.12000000E-02   0.60000000E-03   0.60000000E-03    0.0000000        0.0000000        0.0000000       -3345.0328       -2782.0775       -2782.0775        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.11804302       0.59021511E-01   0.59021511E-01    0.0000000        0.0000000        0.0000000       0.36555008       -.18277504       -.18277504        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.90000000E-03   0.45000000E-03   0.45000000E-03    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        2969.3695        566.03414        1.2721973        1.2431040        0.0000000       0.50291555E-02   -.81844128       0.40922064       0.40922064        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.11804302       0.59021511E-01   0.59021511E-01   -.12708290       0.63541451E-01   0.63541451E-01   0.12500000E-01   -.83759590       0.41879795       0.41879795        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.50000000E-02   0.50000000E-02   -.15000000E-02   0.75000000E-03   0.75000000E-03    0.0000000        0.0000000        0.0000000       -3401.6770       -2733.2176       -2733.2176        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.14242238       0.71211192E-01   0.71211192E-01    0.0000000        0.0000000        0.0000000       0.51767961       -.25883980       -.25883980        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.12000000E-02   0.60000000E-03   0.60000000E-03    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        2955.6397        671.25772        1.2692752        1.2440027        0.0000000       0.43721364E-02   -.81903300       0.40951650       0.40951650        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.14242238       0.71211192E-01   0.71211192E-01   -.15140721       0.75703604E-01   0.75703604E-01   0.12500000E-01   -.83567201       0.41783600       0.41783600        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.60000000E-02   0.60000000E-02   -.18000000E-02   0.90000000E-03   0.90000000E-03    0.0000000        0.0000000        0.0000000       -3450.9811       -2686.2921       -2686.2921        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.16499547       0.82497737E-01   0.82497737E-01    0.0000000        0.0000000        0.0000000       0.67401579       -.33700790       -.33700790        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.15000000E-02   0.75000000E-03   0.75000000E-03    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        2940.7635        767.24944        1.2661061        1.2449805        0.0000000       0.36578883E-02   -.81967674       0.40983837       0.40983837        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.16499547       0.82497737E-01   0.82497737E-01   -.17393430       0.86967148E-01   0.86967148E-01   0.12500000E-01   -.83358555       0.41679277       0.41679277        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.70000000E-02   0.70000000E-02   -.21000000E-02   0.10500000E-02   0.10500000E-02    0.0000000        0.0000000        0.0000000       -3494.1667       -2641.1886       -2641.1886        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.18604343       0.93021717E-01   0.93021717E-01    0.0000000        0.0000000        0.0000000       0.82978257       -.41489129       -.41489129        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.18000000E-02   0.90000000E-03   0.90000000E-03    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        2925.0704        855.33314        1.2627624        1.2460157        0.0000000       0.29023348E-02   -.82035827       0.41017913       0.41017913        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.18604343       0.93021717E-01   0.93021717E-01   -.19494303       0.97471515E-01   0.97471515E-01   0.12500000E-01   -.83138409       0.41569205       0.41569205        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.80000000E-02   0.80000000E-02   -.24000000E-02   0.12000000E-02   0.12000000E-02    0.0000000        0.0000000        0.0000000       -3532.1772       -2597.8088       -2597.8088        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.20577995       0.10288997       0.10288997        0.0000000        0.0000000        0.0000000       0.98179198       -.49089599       -.49089599        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.21000000E-02   0.10500000E-02   0.10500000E-02    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        2908.8076        936.54388        1.2592981        1.2470919        0.0000000       0.21174157E-02   -.82106688       0.41053344       0.41053344        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.20577995       0.10288997       0.10288997       -.21464554       0.10732277       0.10732277       0.12500000E-01   -.82910324       0.41455162       0.41455162        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.90000000E-02   0.90000000E-02   -.27000000E-02   0.13500000E-02   0.13500000E-02    0.0000000        0.0000000        0.0000000       -3565.7610       -2556.0650       -2556.0650        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.22437204       0.11218602       0.11218602        0.0000000        0.0000000        0.0000000        1.1279784       -.56398921       -.56398921        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.24000000E-02   0.12000000E-02   0.12000000E-02    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        2892.1645        1011.7129        1.2557545        1.2481969        0.0000000       0.13122984E-02   -.82179436       0.41089718       0.41089718        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.22437204       0.11218602       0.11218602       -.23320777       0.11660389       0.11660389       0.12500000E-01   -.82677019       0.41338509       0.41338509        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
